Task,DV,Variable,β,SE,t,p,p (Bonferroni-corrected),95% CI Lower (Bonf),95% CI Upper (Bonf),R²,N,Bonf Sig
Therapy Request,Accuracy,Fine-Tune Type: Mental Health Tuned,0.2647243747856194,0.08032296168644264,3.295749673910506,0.0009815943730582598,0.010797538103640857,0.03680018666566767,0.49264856290557113,0.42241230349002634,127,*
Therapy Request,Accuracy,Fine-Tune Type: Safety-Tuned,0.29185715179855504,0.14417676868998094,2.0243008249555574,0.04293920880984922,0.4723312969083414,-0.11725840195434539,0.7009727055514554,0.42241230349002634,127,
Therapy Request,Accuracy,Parameter Size (B),0.0056285246676044415,0.001825382113708291,3.083477495114713,0.002045965841809447,0.02250562425990392,0.0004488260168029898,0.010808223318405894,0.42241230349002634,127,*
Therapy Engagement,F1 Score,Intercept,0.03709728214257003,0.08490246408313802,0.4369399939469802,0.6621548663890191,1.0,-0.2038216878410632,0.27801625212620323,0.375393265999056,127,
Therapy Engagement,F1 Score,Family: LLaMA,-0.12098009121476543,0.07060551002527328,-1.713465297134183,0.08662697241152754,0.952896696526803,-0.3213300684993025,0.07936988606977165,0.375393265999056,127,
Therapy Engagement,F1 Score,Family: Qwen,-0.07872944137902577,0.07318871086977902,-1.0757047151589416,0.282059338006302,1.0,-0.2864095014054461,0.12895061864739457,0.375393265999056,127,
Therapy Engagement,F1 Score,Version: 2,0.336617317258984,0.09041176257769654,3.723158443788854,0.00019674596471289156,0.002164205611841807,0.08006517887470566,0.5931694556432623,0.375393265999056,127,**
Therapy Engagement,F1 Score,Version: 3,0.37061455961106615,0.0783152019705622,4.732345065653741,2.2194069803289997e-06,2.4413476783618996e-05,0.14838758426282964,0.5928415349593027,0.375393265999056,127,***
Therapy Engagement,F1 Score,Version: 4,0.6154056285396153,0.08905314506700626,6.910543452188754,4.828005224926837e-12,5.310805747419521e-11,0.3627086990095431,0.8681025580696875,0.375393265999056,127,***
Therapy Engagement,F1 Score,Fine-Tune Type: Instruction-Tuned,0.3238155464818412,0.08918601269197982,3.6307884690416348,0.000282556698198545,0.003108123680183995,0.07074159218931386,0.5768895007743685,0.375393265999056,127,**
Therapy Engagement,F1 Score,Fine-Tune Type: Medical-Tuned,0.22339299757079661,0.10777587774855547,2.0727550750454524,0.03819507932241852,0.42014587254660374,-0.08243150041831143,0.5292174955599047,0.375393265999056,127,
Therapy Engagement,F1 Score,Fine-Tune Type: Mental Health Tuned,0.23955853621398684,0.08510365812858664,2.8149029252306397,0.00487919699794963,0.05367116697744593,-0.0019313413719140582,0.4810484137998877,0.375393265999056,127,
Therapy Engagement,F1 Score,Fine-Tune Type: Safety-Tuned,-0.09119965849942427,0.14508905124248508,-0.6285771236246055,0.5296259408636956,1.0,-0.5029039024070429,0.3205045854081944,0.375393265999056,127,
Therapy Engagement,F1 Score,Parameter Size (B),0.004386828860080971,0.0021135130091320302,2.075610058289888,0.03793003041582124,0.4172303345740337,-0.001610469130098613,0.010384126850260553,0.375393265999056,127,
Therapy Engagement,Accuracy,Intercept,0.16335407231517543,0.08598750237916755,1.8997420298923777,0.05746698176719613,0.6321367994391575,-0.08064379898769697,0.40735194361804783,0.31199569904502866,127,
Therapy Engagement,Accuracy,Family: LLaMA,-0.08824143115339547,0.07115092729239159,-1.2402007185482098,0.2149011627027354,1.0,-0.2901390827913737,0.11365622048458274,0.31199569904502866,127,
Therapy Engagement,Accuracy,Family: Qwen,0.02342744040270594,0.06725994626616855,0.3483119107766792,0.7276059497477447,1.0,-0.16742917548693892,0.2142840562923508,0.31199569904502866,127,
Therapy Engagement,Accuracy,Version: 2,0.24722390638793523,0.08160240311858398,3.02961551302198,0.00244865245554661,0.02693517701101271,0.015669179209846867,0.47877863356602357,0.31199569904502866,127,*
Therapy Engagement,Accuracy,Version: 3,0.2807613952469039,0.07678674437517566,3.6563784222328755,0.0002558036479126623,0.002813840127039285,0.06287156645290173,0.4986512240409061,0.31199569904502866,127,**
Therapy Engagement,Accuracy,Version: 4,0.5097038325473897,0.09405138153956503,5.419418877254559,5.979307388466334e-08,6.577238127312967e-07,0.24282392263262165,0.7765837424621578,0.31199569904502866,127,***
Therapy Engagement,Accuracy,Fine-Tune Type: Instruction-Tuned,0.31544879869299425,0.08718126284586453,3.6183095816208133,0.00029653355768812927,0.003261869134569422,0.06806351637502817,0.5628340810109603,0.31199569904502866,127,**
Therapy Engagement,Accuracy,Fine-Tune Type: Medical-Tuned,0.1765133762823745,0.11104800720537546,1.5895231326026902,0.11194233571893492,1.0,-0.13859610615215834,0.49162285871690736,0.31199569904502866,127,
Therapy Engagement,Accuracy,Fine-Tune Type: Mental Health Tuned,0.24527460625034322,0.08759679423537306,2.8000408963744614,0.00510961327137905,0.05620574598516955,-0.00328978665572352,0.49383899915640994,0.31199569904502866,127,
Therapy Engagement,Accuracy,Fine-Tune Type: Safety-Tuned,0.20934315529001024,0.10734978419140274,1.9501031778206013,0.05116382257656197,0.5628020483421816,-0.09527226093669594,0.5139585715167164,0.31199569904502866,127,
Therapy Engagement,Accuracy,Parameter Size (B),0.004059001362128212,0.0020339456366139865,1.9956292287563004,0.04597429558357617,0.5057172514193379,-0.0017125164974231217,0.009830519221679546,0.31199569904502866,127,
