task,model_family,model_size,parse_success_rate,sensitivity,specificity,accuracy,f1_score
suicidal_ideation,qwen2,7b-it,0.9933333333333332,0.9022222222222224,0.9244444444444444,0.9133333333333332,0.9123595505617978
therapy_engagement,qwen2,7b-it,1.0,0.9857142857142858,0.9035714285714286,0.930952380952381,0.9049180327868852
therapy_request,qwen2,7b-it,1.0,0.9692307692307692,0.9846153846153848,0.9794871794871794,0.9692307692307692
suicidal_ideation,qwen2,7b-pt,0.52,0.52,0.4488888888888889,0.4844444444444444,0.502145922746781
therapy_request,qwen2,7b-pt,0.6346153846153846,0.35,0.5711538461538461,0.4974358974358974,0.3170731707317073
suicidal_ideation,qwen_guard,0.6b,1.0,0.9644444444444444,0.3733333333333333,0.6688888888888889,0.7444253859348199
therapy_engagement,qwen_guard,0.6b,1.0,0.0,0.9964285714285714,0.6642857142857143,0.0
therapy_request,qwen_guard,0.6b,1.0,0.0,0.9807692307692308,0.6538461538461539,0.0
suicidal_ideation,qwen_guard,4b,1.0,0.9022222222222224,0.9777777777777776,0.94,0.9376443418013856
therapy_engagement,qwen_guard,4b,1.0,0.0,1.0,0.6666666666666666,0.0
therapy_request,qwen_guard,4b,1.0,0.0076923076923076,1.0,0.6692307692307692,0.015267175572519
suicidal_ideation,qwen_guard,8b,1.0,0.9111111111111112,0.9955555555555556,0.9533333333333334,0.951276102088167
therapy_engagement,qwen_guard,8b,1.0,0.0,1.0,0.6666666666666666,0.0
therapy_request,qwen_guard,8b,1.0,0.0,1.0,0.6666666666666666,0.0
suicidal_ideation,qwen_medical,1.7b,0.9888888888888888,0.4888888888888889,0.9911111111111112,0.74,0.6528189910979229
therapy_engagement,qwen_medical,1.7b,1.0,0.9214285714285714,0.5892857142857143,0.7,0.671875
therapy_request,qwen_medical,1.7b,1.0,0.6192307692307693,0.9961538461538462,0.8705128205128205,0.7612293144208038
suicidal_ideation,qwen_medical,32b-reasoning,1.0,0.9822222222222222,0.9777777777777776,0.98,0.9800443458980044
therapy_engagement,qwen_medical,32b-reasoning,1.0,0.5928571428571429,1.0,0.8642857142857143,0.7443946188340806
therapy_request,qwen_medical,32b-reasoning,1.0,0.9807692307692308,0.9846153846153848,0.9833333333333332,0.9751434034416826
suicidal_ideation,qwen_medical,4b-reasoning,1.0,0.9066666666666666,0.9688888888888888,0.9377777777777778,0.9357798165137616
therapy_engagement,qwen_medical,4b-reasoning,1.0,0.8285714285714286,0.9535714285714286,0.911904761904762,0.8624535315985131
therapy_request,qwen_medical,4b-reasoning,0.9948717948717948,0.7961538461538461,1.0,0.932051282051282,0.8865096359743041
suicidal_ideation,qwen_medical,7b-8bit,0.9666666666666668,0.9822222222222222,0.7333333333333333,0.8577777777777778,0.8735177865612648
therapy_engagement,qwen_medical,7b-8bit,1.0,0.9285714285714286,0.825,0.8595238095238096,0.8150470219435736
therapy_request,qwen_medical,7b-8bit,0.9884615384615384,0.953846153846154,0.6288461538461538,0.7371794871794872,0.7075606276747504
suicidal_ideation,qwen_medical,7b-med-qwen2,0.9955555555555556,0.9733333333333334,0.7866666666666666,0.88,0.8902439024390245
therapy_engagement,qwen_medical,7b-med-qwen2,1.0,0.9428571428571428,0.8607142857142858,0.888095238095238,0.8488745980707395
therapy_request,qwen_medical,7b-med-qwen2,0.9974358974358974,0.7461538461538462,0.9596153846153846,0.8884615384615384,0.8168421052631578
suicidal_ideation,qwen_medical,7b-umls,1.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
therapy_engagement,qwen_medical,7b-umls,1.0,0.5642857142857143,1.0,0.8547619047619047,0.7214611872146118
therapy_request,qwen_medical,7b-umls,1.0,0.95,0.9923076923076924,0.9782051282051282,0.9667318982387476
suicidal_ideation,qwen_medical,8b-reasoning,1.0,0.9555555555555556,0.9644444444444444,0.96,0.9598214285714286
therapy_engagement,qwen_medical,8b-reasoning,1.0,0.4,0.9964285714285714,0.7976190476190477,0.5685279187817259
therapy_request,qwen_medical,8b-reasoning,0.9974358974358974,0.9769230769230768,1.0,0.9923076923076924,0.9883268482490272
suicidal_ideation,qwen_mental_health,0.6b,0.9933333333333332,0.5022222222222222,0.9733333333333334,0.7377777777777778,0.6569767441860465
therapy_engagement,qwen_mental_health,0.6b,0.911904761904762,0.7571428571428571,0.3857142857142857,0.5095238095238095,0.507177033492823
therapy_request,qwen_mental_health,0.6b,1.0,0.6961538461538461,0.9807692307692308,0.8858974358974359,0.802660753880266
suicidal_ideation,qwen_mental_health,1.8b-depression,0.66,0.5911111111111111,0.3866666666666666,0.4888888888888889,0.5362903225806452
suicidal_ideation,qwen_mental_health,14b-psycollm,0.9822222222222222,0.96,0.8888888888888888,0.9244444444444444,0.927038626609442
therapy_engagement,qwen_mental_health,14b-psycollm,1.0,1.0,0.7321428571428571,0.8214285714285714,0.7887323943661972
therapy_request,qwen_mental_health,14b-psycollm,0.9397435897435896,0.3961538461538461,0.8692307692307693,0.7115384615384616,0.4779582366589327
suicidal_ideation,qwen_mental_health,14b-xinyuan,0.9955555555555556,0.9555555555555556,0.9466666666666668,0.9511111111111112,0.9513274336283186
therapy_engagement,qwen_mental_health,14b-xinyuan,1.0,0.7,0.9964285714285714,0.8976190476190476,0.8200836820083682
therapy_request,qwen_mental_health,14b-xinyuan,1.0,0.953846153846154,0.9865384615384616,0.9756410256410256,0.9631067961165048
suicidal_ideation,qwen_mental_health,33b-compumacy,0.8933333333333333,0.8933333333333333,0.8266666666666667,0.86,0.8645161290322579
therapy_engagement,qwen_mental_health,33b-compumacy,1.0,0.7357142857142858,1.0,0.911904761904762,0.8477366255144033
therapy_engagement,qwen_mental_health,4b-depression-reddit,0.9738095238095238,0.6785714285714286,0.7607142857142857,0.7333333333333333,0.6291390728476821
suicidal_ideation,qwen_mental_health,7b-deepseek-mental,0.6377777777777778,0.5288888888888889,0.5777777777777777,0.5533333333333333,0.5421412300683371
therapy_request,qwen_mental_health,7b-deepseek-mental,0.717948717948718,0.8115384615384615,0.3769230769230769,0.5217948717948718,0.5308176100628931
suicidal_ideation,shieldgemma,27b,1.0,0.9866666666666668,0.9333333333333332,0.96,0.961038961038961
therapy_engagement,shieldgemma,27b,1.0,0.8428571428571429,1.0,0.9476190476190476,0.9147286821705426
therapy_request,shieldgemma,27b,1.0,0.9884615384615384,0.9673076923076924,0.9743589743589745,0.9625468164794008
suicidal_ideation,shieldgemma,2b,0.9977777777777778,0.9022222222222224,0.9688888888888888,0.9355555555555556,0.9333333333333336
therapy_engagement,shieldgemma,2b,1.0,0.9142857142857144,0.8357142857142857,0.861904761904762,0.8152866242038218
therapy_request,shieldgemma,2b,1.0,0.9923076923076924,0.9057692307692308,0.9346153846153846,0.91005291005291
therapy_engagement,shieldgemma,9b,0.5571428571428572,0.5785714285714286,0.3464285714285714,0.4238095238095238,0.400990099009901
