Task,DV,Variable,β,SE,t,p,p_bonferroni,p_fdr,95% CI Lower,95% CI Upper,Bonf CI Lower,Bonf CI Upper,R²,Adj R²,N
Therapy Request,F1 Score,Intercept,0.3072445132259548,0.11753566674547296,2.614053433595626,0.008947504200852273,0.098422546209375,0.019684509241875,0.0768788395059257,0.537610186945984,-0.026274331891789016,0.6407633583436987,0.5322458458583048,0.4681699343320451,84
Therapy Request,F1 Score,Family: LLaMA,-0.23625164889328926,0.07178267707295503,-3.291206994873974,0.0009975847892966614,0.010973432682263275,0.0036578108940877587,-0.3769431106701502,-0.09556018711642833,-0.43994195175834727,-0.03256134602823127,0.5322458458583048,0.4681699343320451,84
Therapy Request,F1 Score,Family: Qwen,-0.03267208288424631,0.07797379834856329,-0.4190136119596682,0.6752061843262527,1.0,0.7427268027588779,-0.1854979193852191,0.12015375361672648,-0.25393029236863085,0.18858612660013824,0.5322458458583048,0.4681699343320451,84
Therapy Request,F1 Score,Version: 2,0.22643038647746344,0.1164843749257841,1.9438691809243036,0.051911228571055255,0.5710235142816078,0.07243510111700666,-0.0018747931387339267,0.45473556609366084,-0.10410531621812824,0.5569660891730551,0.5322458458583048,0.4681699343320451,84
Therapy Request,F1 Score,Version: 3,0.3234080129579672,0.1041437493765771,3.105400131010692,0.0019002177746384728,0.0209023955210232,0.0052255988802558,0.11929001496491035,0.527526010951024,0.027890031224600542,0.6189259946913338,0.5322458458583048,0.4681699343320451,84
Therapy Request,F1 Score,Version: 4,0.48537590782621437,0.11503552197258197,4.219356764790452,2.4500031699629716e-05,0.0002695003486959269,0.0002695003486959269,0.25991042781718765,0.7108413878352411,0.15895146579793856,0.8118003498544901,0.5322458458583048,0.4681699343320451,84
Therapy Request,F1 Score,Fine-Tune Type: Instruction-Tuned,0.16689314376997497,0.0861368750753896,1.9375342282141654,0.05268007353964121,0.5794808089360532,0.07243510111700666,-0.0019320291186145089,0.33571831665856444,-0.07752858703457521,0.41131487457452515,0.5322458458583048,0.4681699343320451,84
Therapy Request,F1 Score,Fine-Tune Type: Medical-Tuned,0.21150485870777364,0.09739668431915925,2.1715817143702063,0.02988722749149473,0.32875950240644203,0.054793250401073676,0.020610865228604475,0.4023988521869428,-0.0648676720472332,0.4878773894627805,0.5322458458583048,0.4681699343320451,84
Therapy Request,F1 Score,Fine-Tune Type: Mental Health Tuned,0.015923747275718582,0.08504618833994754,0.1872364604051155,0.8514752390356315,1.0,0.8514752390356315,-0.1507637188929889,0.18261121344442605,-0.22540305421535248,0.25725054876678966,0.5322458458583048,0.4681699343320451,84
Therapy Request,F1 Score,Fine-Tune Type: Safety-Tuned,-0.22745996368163807,0.20886555524276146,-1.0890257295764474,0.27614253957059387,1.0,0.33750754836405916,-0.6368289295684115,0.18190900220513545,-0.8201362184587881,0.36521629109551196,0.5322458458583048,0.4681699343320451,84
Therapy Request,F1 Score,Parameter Size (B),0.005591505756357655,0.0016268375316816892,3.4370400531500045,0.0005881086287568121,0.006469194916324933,0.0032345974581624664,0.0024029627855635055,0.008780048727151806,0.0009751965985966031,0.010207814914118707,0.5322458458583048,0.4681699343320451,84
