Task,DV,Variable,β,SE,t,p,p (Bonferroni-corrected),95% CI Lower (Bonf),95% CI Upper (Bonf),R²,N,Bonf Sig
Therapy Request,Accuracy,Fine-Tune Type: Instruction-Tuned,0.207133633067475,0.06733774448521344,3.0760405572087293,0.0020976930980417924,0.023074624078459716,0.01605625719163581,0.3982110089433142,0.5892083544680541,84,*
Therapy Request,Accuracy,Fine-Tune Type: Medical-Tuned,0.23093869614588042,0.07655595002014212,3.0166002261760148,0.002556266951096854,0.02811893646206539,0.01370376870124626,0.4481736235905146,0.5892083544680541,84,*
Therapy Request,Accuracy,Fine-Tune Type: Mental Health Tuned,0.14841364225878528,0.0668228078958269,2.221002782315793,0.02635077294386491,0.28985850238251404,-0.04120255114064886,0.3380298356582194,0.5892083544680541,84,
Therapy Request,Accuracy,Fine-Tune Type: Safety-Tuned,0.15637631086141268,0.10178367806393634,1.5363594029603005,0.12445025776359989,1.0,-0.13244473980087734,0.4451973615237027,0.5892083544680541,84,
Therapy Request,Accuracy,Parameter Size (B),0.0035481085017904403,0.0011568523546197263,3.0670365908160804,0.0021619239080212945,0.02378116298823424,0.0002654278315897536,0.0068307891719911265,0.5892083544680541,84,*
Therapy Engagement,F1 Score,Intercept,0.35266252824441774,0.14695214238624013,2.399846116686757,0.016401965411092248,0.18042161952201474,-0.06432841734125311,0.7696534738300886,0.383358229983898,99,
Therapy Engagement,F1 Score,Family: LLaMA,-0.09204018364957109,0.06311081847982139,-1.4583899538396792,0.14473308816893815,1.0,-0.271123247341268,0.08704288004212582,0.383358229983898,99,
Therapy Engagement,F1 Score,Family: Qwen,-0.07051863816353791,0.0744088681558531,-0.9477181942323474,0.3432729360122293,1.0,-0.2816610127382279,0.1406237364111521,0.383358229983898,99,
Therapy Engagement,F1 Score,Version: 2,0.272899771389977,0.1286177822377542,2.1217888121061894,0.033855476570389426,0.37241024227428365,-0.09206565043755055,0.6378651932175046,0.383358229983898,99,
Therapy Engagement,F1 Score,Version: 3,0.32095892956323285,0.11227661793800947,2.858644439579056,0.0042545536768107736,0.04680009044491851,0.002363145106568154,0.6395547140198976,0.383358229983898,99,*
